Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,,Exchange
SVT,"Servotronics, Inc.",7.49,18601609.74,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt,,AMEX
SIF,"SIFCO Industries, Inc.",30.02,161743557.2,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif,,AMEX
SVBL,"Silver Bull Resources, Inc.",0.3471,55214119.24,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/svbl,,AMEX
SVLC,"SilverCrest Mines, Inc.",1.9,225583589.5,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/svlc,,AMEX
WWZ^K,SiM Internal Test 10,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wwz^k,,AMEX
MMZ^K,SiM Internal Test 6,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mmz^k,,AMEX
OOZ^K,SiM Internal Test 7,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ooz^k,,AMEX
QQZ^K,SiM Internal Test 8,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqz^k,,AMEX
SS^K,SiM Internal Test 9,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ss^k,,AMEX
SKY,Skyline Corporation,5.96,50011814.24,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/sky,,AMEX
SLI,"SL Industries, Inc.",24.81,102341250,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sli,,AMEX
ZXX,SM Listed Test 3,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zxx,,AMEX
ZXX^F,SM Listed Test 3,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zxx^f,,AMEX
XPL,Solitario Exploration & Royalty Corp,1.246,48733710.24,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl,,AMEX
SOQ,Sonde Resources Corp,0.4472,25075091.17,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/soq,,AMEX
SCE^B,Southern California Edison Company,20,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^b,,AMEX
SCE^C,Southern California Edison Company,20.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^c,,AMEX
SCE^D,Southern California Edison Company,21.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^d,,AMEX
SCE^E,Southern California Edison Company,22.68,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^e,,AMEX
SGB,Southwest Georgia Financial Corporation,13.75,35032758.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb,,AMEX
LOV,"Spark Networks, Inc.",5.14,122619469.9,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov,,AMEX
STRP,Straight Path Communications Inc.,7.31,86222159.07,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/strp,,AMEX
SSY,"SunLink Health Systems, Inc.",1.55,14637282.4,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy,,AMEX
STS,"Supreme Industries, Inc.",7.08,115469164.3,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/sts,,AMEX
SYRG,Synergy Resources Corporation,10.67,818236515,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/syrg,,AMEX
SYN,"Synthetic Biologics, Inc",2.63,152222858.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn,,AMEX
TRX,Tanzanian Royalty Exploration Corporation,2.39,241204971,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trx,,AMEX
TGB,Taseko Mines Limited,1.95,377777312.3,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgb,,AMEX
TAS,Tasman Metals Ltd,1.39,90324764.55,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tas,,AMEX
TSH,Teche Holding Company,79.25,166659897,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tsh,,AMEX
TRC/WS,Tejon Ranch Co,3.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/trc/ws,,AMEX
TIK,Tel-Instrument Electronics Corp.,4.33,14065515.71,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik,,AMEX
TGC,"Tengasco, Inc.",0.5,30421206.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tgc,,AMEX
GLU,The Gabelli Global Utility and Income Trust,19.77,81423417.18,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/glu,,AMEX
GLU^A,The Gabelli Global Utility and Income Trust,50.43,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glu^a,,AMEX
TXMD,"TherapeuticsMD, Inc.",6,870402360,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd,,AMEX
TPI,"Tianyin Pharmaceutical Co., Inc.",0.9598,28201602.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpi,,AMEX
IDI,"Tiger Media, Inc.",1.2799,41254709.52,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/idi,,AMEX
TLR,Timberline Resources Corporation,0.151,8402512.478,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tlr,,AMEX
TGD,Timmons Gold Corp,1.27,207491387.2,n/a,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/tgd,,AMEX
TOF,Tofutti Brands Inc.,5.22,26902345.32,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tof,,AMEX
TMP,Tompkins Financial Corporation,47.78,707668194.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp,,AMEX
TAT,Transatlantic Petroleum Ltd,8.57,320699881.1,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tat,,AMEX
TPLM,Triangle Petroleum Corporation,8.31,711521529.1,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tplm,,AMEX
TRT,Trio-Tech International,3.35,11751984.25,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt,,AMEX
HTM,U.S. Geothermal Inc.,0.73,74529015.66,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm,,AMEX
UAMY,United States Antimony Corporation,1.8012,113937078.2,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/uamy,,AMEX
UUU,"Universal Security Instruments, Inc.",4.47,10226854.89,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu,,AMEX
UQM,UQM TECHNOLOGIES INC,2.52,94623376.68,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/uqm,,AMEX
URG,Ur Energy Inc,1.51,194344242,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urg,,AMEX
URZ,Uranerz Energy Corporation,1.63,139914430.6,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/urz,,AMEX
UEC,Uranium Energy Corp.,1.33,119498251,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/uec,,AMEX
VTG,Vantage Drilling Company,1.66,506719653,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vtg,,AMEX
VSB,"VantageSouth Bancshares, Inc.",6.81,376288865.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vsb,,AMEX
VSR,"Versar, Inc.",4,38841376,n/a,1986,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsr,,AMEX
VII,"Vicon Industries, Inc.",3.4699,15628030.56,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii,,AMEX
VHC,VirnetX Holding Corp,13.9,712279659.9,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/vhc,,AMEX
VGZ,Vista Gold Corporation,0.5499,45243141.83,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vgz,,AMEX
EAD,Wells Fargo Advantage Income Opportunities Fund,9.43,669369699.4,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ead,,AMEX
ERC,Wells Fargo Advantage Multi-Sector Income Fund,14.52,610638600,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/erc,,AMEX
ERH,Wells Fargo Advantage Utilities and High Income Fund,12.48,115205163.8,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/erh,,AMEX
WGA,Wells-Gardner Electronics Corporation,1.82,21423220,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/wga,,AMEX
SBI,Western Asset Intermediate Muni Fund Inc,9.52,134012221.3,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/sbi,,AMEX
WRN,Western Copper and Gold Corporation,0.92,86189222.04,n/a,2011,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/wrn,,AMEX
WYY,WidePoint Corporation,1.57,114555566.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy,,AMEX
WTT,"Wireless Telecom Group,  Inc.",2.51,60323409.81,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/wtt,,AMEX
ZBB,ZBB Energy Corporation,1.81,43539940.96,n/a,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/zbb,,AMEX
